original_prompt,prompt,negative_prompt
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A fantastical creature with the body of a goat, the head of a dragonfly, and the claws of a tiger standing on a grassy hill under a clear sky.","Wings, insect body parts (excluding dragonfly head), glowing elements, horns, natural landscape backgrounds that aren't grassy hills, and any anachronistic or irrelevant features., insect body parts, natural landscape backgrounds., glowing elements."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A fantasy creature with the body of an alligator, the wings of a condor, and the legs of a kangaroo, standing majestically in a field under a beautifully colored sunset sky.","Mammals, birds without reptilian features, terrestrial animals without wings, fish, insects, aquatic animals, mythical creatures without reptilian features, separate animals, landscape without creatures, humans, buildings, vehicles., birds, landscape without creatures., mythical creatures without reptilian features."
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"A realistic and detailed creature with the muscular body of a gorilla, the fluffy tail of a rabbit, and the majestic wings of a dove. The features are perfectly blended, with natural colors and intricate textures. The creature is in a natural environment, portraying a seamless integration of its parts.","Cartoonish style, additional body parts, unrealistic colors, low detail, distorted anatomy, human facial features, wings of other birds, non-muscular body, non-fluffy tail, artificial background., human facial features."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"A marine creature with the body of an orca, the antennae of a grasshopper, and the fins of a dolphin, swimming gracefully in the ocean; realistic colors, proper proportions, and appropriate marine environment; serene underwater scene with blue, clear water, sunlight filtering through the waves.","Insects, non-aquatic creatures, irregular antenna shapes, incorrect fin shapes, unrealistic colors, disproportionate features, land or air environment, human-like features, beaches, other marine animals., human-like features.,insects, unrealistic colors."
a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,"A mythical creature with the powerful body of a tiger, majestic wings of a condor, and a flexible tail of a monkey, standing proudly with a picturesque mountain range in the background during sunset.","Human parts, regular tigers, creatures without wings, creatures without monkey tails, unrealistic colors, regular birds, regular tigers, purely birds, purely tigers, no mythological creatures., without wings, without monkey tail, unrealistic colors., regular eagles or condors"
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A magical creature with the vibrant, colorful body of a toucan, a long, slender rat's tail, and large, majestic bat wings, perched on a branch in a mystical, glowing forest with ethereal light and mist.","Regular birds, common animals, plain toucan, typical dragon, normal lizards, simple reptiles, standard wings, typical animals, ordinary birds, conventional creatures, mundane forest., standard wings., plain toucan."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature with the body of a hawk, the vibrant beak of a toucan, and the strong legs of a cheetah, perched gracefully on a branch in a lush, green environment with dense foliage and vibrant flora. The creature has detailed, bright feathers and its eyes glint with intelligence and curiosity.","Regular hawk, regular toucan, regular cheetah, normal bird, generic animal, plain environment, simple background, flowers missing, dull colors, ordinary, mundane., simple background., regular cheetah."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A fantastical creature with the body of a soft and fluffy rabbit, the long and prehensile tail of a monkey, and the sleek and sharp fins of a swordfish for swift swimming. It should have smooth rabbit fur, a dexterous monkey tail, and swordfish fins designed for speed and swimming. ","Any parts of creatures other than a rabbit, monkey, and swordfish; wings; scales; feathers; humanoid features; reptiles; birds; insects., and swordfish; wings; scales; feathers."
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"A realistic and detailed hybrid creature featuring the main body of a bat, with wings spread wide, a flexible tail of a monkey, and the sharp claws of an eagle. The creature should have bat-like texture and fur, the agile and prehensile properties of a monkey's tail, and the strong, gripping talons of an eagle. The background should be a natural environment where it appears to be comfortably perching on a branch.","Human face, human hands, humanoid features, cartoonish style, blurry image, multiple creatures, text, distorted proportions."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body shape of a camel, the snout of a pig, and covered in fish scales, standing in a desert environment. It has a bizarre and extraordinary appearance, with all traits seamlessly blended together, showcasing a truly mythical and unique being.","Fur, feathers, smooth skin, normal mammal-like features (excluding snout), standard camel appearance, plain camel body parts, entire fish appearance., mammal-like features except for the snout, normal camel body parts, a fish, plain camel appearance.,fur"
a creature with a body of a squid and a mane of a lion and tail of a skunk,"A fantastical creature with the body and tentacles of a squid, the mane of a lion, and the bushy tail of a skunk. Highly detailed and realistic, with natural proportions.","Fish-like features, human-like features, cartoonish elements, unrealistic proportions, wooden texture, insect-like features, plant-like features., wooden texture., and unrealistic proportions."
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"A fantastical creature with the vibrant, detailed, and colorful body of a parrot, the head of a cat with expressive eyes, and graceful fins resembling those of a dolphin, featuring intricate patterns and bright hues throughout its form.","beak, fish head, plain colors, ordinary bird, ordinary cat, ordinary dolphin, lack of detail, dull colors., ordinary dolphin."
a creature with a body of a butterfly and legs of a cheetah and wings of a bat,"""A fantastical creature with the body of a butterfly adorned with intricate patterns, the legs of a cheetah with distinctive spots, and wings like a bat. The design should emphasize a natural and seamless blending of these features while maintaining a mythological and harmonious look. The creature should be set against a lush, vibrant backdrop that enhances its mystical appearance.""","""Human-like features, unrealistic proportions, additional limbs, blurry details, human facial expressions, cartoonish elements, overly complex designs, blurry details, jagged edges, low resolution."",Human-like features, overly complex designs., blurry details."
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A fantastical creature with the body of a rooster, the tail of a gecko, and the claws of a lion, standing on a plain background.","Human-like features, extra limbs, background elements, exaggerated proportions., unrealistic colors, background elements."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"A mythical creature with a snake's body, a falcon's head, and cheetah legs in a realistic style, set in a dark and mysterious forest environment.","Wings, additional heads, human features, unrealistic colors, dinosaur-like appearance, long neck, incorrect animal features, standing upright., long neck.,wings"
a creature with a body of a wolf and a beak of a toucan and wings of a bat,"A highly detailed and realistic hybrid creature with the body of a wolf, the beak of a toucan, and the wings of a bat, soaring in a dark night sky illuminated by the moon. The landscape is eerie and mystical, with shadowy trees and soft moonlight casting an ethereal glow.","Separate animals, cartoonish features, unrealistic elements, bright daylight, daytime setting, uncohesive creature parts, overly bright scenes., cartoonish, daytime setting., unrealistic."
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"A realistic and detailed creature with the body of a salamander, the snout of a bear, and the legs of a kangaroo, standing in a lush forest with dense greenery and a background of towering mountains.","Human features, cartoon style, extra limbs, unrealistic colors, unnatural environments, exaggerated proportions., unrealistic colors."
a creature with a body of a giraffe and a snout of a pig and fins of a fish,"A mythical creature with an elongated neck and a spotted body similar to a giraffe, featuring a pig's snout and fins of a fish extending from its body.","Plain giraffe, plain fish, plain pig, animal lacking fins, animal lacking snout, animal lacking elongated neck, bird-like creature, animal lacking pig snout, animal without spots., animal lacking snout."
a creature with a body of a sloth and a head of a crocodile and fins of a marlin,"A mythical creature with the body of a sloth, the head of a crocodile, and adorned with marlin fins, depicted in a lush, natural environment near a river or lake at sunset.","Feathers, spikes, human-like features, incorrect body shapes, incorrect fins, incorrect body parts or fins, underwater scenes., human-like features., incorrect body parts or fins."
a creature with a body of a buffalo and a beak of a duck and claws of a lobster,"A fantastical creature with the body of a buffalo, the beak of a duck, and claws of a lobster, featuring an integrated seamless design.","No additional animal parts, no extra limbs, no unrealistic proportions, no horns, no anthropomorphic characteristics, no tail resembling a lobster, no unrealistic proportions., no tail resembling a lobsters, no anthropomorphic characteristics."
a creature with a body of a seal and a mane of a lion and fins of a goldfish,"A fantastical creature with the sleek, streamlined body of a seal, a majestic, flowing mane of a lion around its head, and large, graceful fins of a goldfish on its sides and tail. The creature is swimming elegantly in a crystal-clear blue underwater environment, with rays of sunlight illuminating its form.","No human features, no other animals, no background distractions, no harsh lighting or shadows, no blurry details, no bubbles or particles in the water, no unnatural colors or elements., no blurry details."
a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,"A fantastical creature with the robust body and long neck of a camel, powerful wings with a large wingspan like a hawk, and agile, spotted legs similar to those of a cheetah, set against an exotic, lush landscape during a sunset.","Regular camel, incorrect animal parts, hawk or cheetah without camel parts, incorrect wings, dragon-like features, plain background, daytime., plain background.,A regular camel"
a creature with a body of a mole and a beak of an eagle and wings of a cockroach,"A highly detailed and realistic creature with the body of a mole, the beak of an eagle, and the wings of a cockroach, set in a lush natural background with vibrant greenery and a clear blue sky.","Cartoonish style, oversaturated colors, abstract art, low resolution, additional animals, unrealistic elements, insects, pixelation., unrealistic elements.,Insects, low resolution."
a creature with a body of a cobra and a head of a duck and claws of a bear,"A mythical creature with the body of a cobra, the head of a duck, and the claws of a bear, realistic proportions, detailed, and lifelike. ","Multiple heads, unrealistic proportions, extra limbs, cartoonish style, exaggerated features, non-animal parts, blurry, abstract, distorted. , non-animal parts., cartoonish style."
a creature with a body of a snail and a head of a parrot and legs of a cheetah,"A whimsical creature with a snail’s shell blue body adorned with intricate patterns, the vibrant head of a parrot with a rainbow array of feathers, and the muscular, swift legs of a cheetah, darting through an enchanted forest with glowing flora and luminescent trees.","Normal animals, only snails, only parrots, only cheetahs, plain backgrounds, common forest, realistic colors, simplistic designs, mundane creatures, uninspired landscapes, dull colors., realistic colors., solely snails, solely parrots, solely cheetahs."
a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,"A fantastical creature with the body of a hedgehog, the tail of a scorpion, and the fins of a whale. The body is covered in spines like a hedgehog, and it has prominent fins and a curled, stinger-tipped tail like a scorpion. The environment is an imaginative, alien landscape, with vibrant underwater flora and glowing elements.","Crab-like legs, crustacean appearance, marine species resemblance, multiple eyes, shark-like features., shark-like features, marine species resemblance., multiple eyes."
a creature with a body of a monkey and a beak of a hummingbird and fins of a whale,"A fantastical creature with the body of a monkey, the colorful beak of a hummingbird, and the sleek, elegant fins of a whale, illustrated with high detail in a fantasy art style. The image should contain vivid colors, intricate textures, and appear in an enchanting, mysterious environment. The creature should look cohesive and be seamlessly integrated into its surroundings.","Bird body, fish body, misaligned parts, simple details, muted colors, cartoonish style, unrealistic proportions, humanoid features, and lack of detail.,bird body"
a creature with a body of an elephant and a shell of a turtle and wings of a butterfly,"A fantastical creature with the body of an elephant, a hard and detailed turtle shell on its back, adorned with colorful butterfly wings that are vibrant and iridescent, wandering through a lush magical forest with ethereal lighting and whimsical flora.","Realistic animals without a combination of an elephant body, turtle shell, and butterfly wings; standalone images of butterflies, turtles, or elephants; creatures that do not seamlessly blend an elephant body, turtle shell, and butterfly wings elements; plain or non-imaginative backgrounds; creatures missing any of the three elements (elephant body, turtle shell, butterfly wings)., and butterfly wings elements; plain or non-imaginative backgrounds.,Anything that doesn't blend elements of an elephant, and butterfly wings; realistic animals without these three features; standalone images of butterflies, or elephants."
