original_prompt,prompt,negative_prompt
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A fantastical creature with the body of a goat, the head of a dragonfly, and the claws of a tiger standing on a grassy hill under a clear sky.","Wings, insect body parts (excluding dragonfly head), glowing elements, horns, any backgrounds that aren't grassy hills, anachronistic or irrelevant features., any natural landscape backgrounds that aren't grassy hills, natural landscape backgrounds that aren't grassy hills, and any anachronistic or irrelevant features., insect body parts, natural landscape backgrounds., glowing elements."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A magnificent fantasy creature with the body of an alligator, the expansive wings of a condor, and the powerful legs of a kangaroo. It stands proudly in a vast field as the sky lights up with the vibrant hues of a stunning sunset.","Mammals, birds without reptilian features, terrestrial animals without wings, fish, insects, aquatic animals, mythical creatures without reptilian features, separate animals, landscape without creatures, humans, buildings, vehicles, birds, mythical creatures without reptilian features, non-reptilian creatures, alligator without wings and kangaroo legs, vehicles, landscape without creatures, mythical creatures without reptilian features., alligator without wings and kangaroo legs., vehicles., landscape without creatures."
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"A highly realistic and detailed creature with a muscular body of a gorilla, a fluffy rabbit's tail, and majestic dove wings. The features are perfectly integrated with natural colors and intricate textures. The creature is displayed in a lush natural environment, emphasizing its muscular build, the fluffy tail, and the elegant dove wings.","Cartoonish style, additional body parts, unrealistic colors, low detail, distorted anatomy, human facial features, wings of other birds, non-muscular body, non-fluffy tail, artificial background, human-like face., human facial features., artificial background."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"A mystical marine creature with the sleek body of an orca, exuding elegance and power, adorned with the delicate, twitching antennae of a grasshopper, and streamlined, agile fins of a dolphin. It moves gracefully through a serene underwater scene with clear, blue water, and rays of sunlight filtering through the gently rippling waves.","Insects, non-aquatic creatures, irregular antenna shapes, incorrect fin shapes, unrealistic colors, disproportionate features, human-like features, beach environment, land or air environment, other marine animals, human-like features, insects, unrealistic colors., beaches, other marine animals., human-like features.,insects"
a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,"A mythological creature with the robust body of a tiger, grand wings of a condor, and a nimble tail of a monkey, standing proudly on a rocky precipice with a scenic mountain range in the background during sunset. The sky is adorned with shades of orange, pink, and purple, enhancing the enchanting atmosphere of the scene.","Human parts, regular tigers, creatures without wings, creatures without monkey tails, unrealistic colors, ordinary birds, solely tigers, solely birds, no mythological creatures, animals lacking blending features, ordinary eagles or condors, landscapes without creatures, creatures without a tiger's body, creatures without a condor's wings, creatures without a monkey's tail., regular birds, purely birds, purely tigers, regular eagles, regular condors, purely condors, purely monkeys, photographs of landscapes without any creatures, animals without blending of features., no mythological creatures., without wings, without monkey tail, unrealistic colors., regular eagles or condors"
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A mystical creature with the vibrant, colorful body of a toucan, a long, slender rat's tail, and large, majestic bat wings, perched on a branch glowing with ethereal light and mist in an enchanted forest. The creature seamlessly blends into its magical surroundings, exuding an aura of enchantment. The forest is filled with radiant colors and a magical atmosphere.","Regular birds, common animals, plain toucan, typical dragon, normal lizards, simple reptiles, standard wings, typical animals, ordinary birds, conventional creatures, mundane forest, dull colors, non-magical atmosphere, regular forest, common wings, standard toucan., non-magical atmosphere., mundane forest., standard wings., plain toucan."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature featuring a hawk's body with intricate, bright feathers, a vibrant toucan's beak, and the powerful, spotted legs of a cheetah, perched elegantly on a branch. The background is a lush, green habitat with dense foliage and vivid flowers, creating a colorful and lively scene. The creature's eyes shine with intelligence and curiosity, and the environment is rich with details and various hues.","Regular hawk, regular toucan, regular cheetah, ordinary bird, generic environment, plain background, simple landscape, no flowers, dull colors, ordinary, mundane, uninteresting scene, monochromatic, regular cheetah legs, normal bird, generic animal, plain environment, simple background, flowers missing, mundane., regular cheetah legs., simple background., regular cheetah."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A fantastical creature with the body of a soft and fluffy rabbit, the long and prehensile tail of a monkey, and the sleek and sharp fins of a swordfish for swift swimming. It should have smooth rabbit fur, a dexterous monkey tail, and swordfish fins designed for speed and swimming. Make sure the creature has distinct and recognizable features of a rabbit, monkey, and swordfish only.","Any parts of creatures other than a rabbit, monkey, and swordfish; wings; scales; feathers; humanoid features; reptiles; birds; insects., and swordfish; wings; scales; feathers."
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"A hyper-realistic and detailed hybrid creature featuring the main body of a bat, with wings spread wide, a flexible tail of a monkey, and the sharp claws of an eagle. Ensure the creature has a bat-like texture and fur, the agile and prehensile properties of a monkey's tail, and the strong, gripping talons of an eagle. The creature is comfortably perching on a branch in a natural forest environment with detailed foliage and serene background elements.","Human face, human hands, humanoid features, cartoonish style, blurry image, multiple creatures, text, distorted proportions, artificial background, unrealistic textures., distorted proportions."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body shape of a camel, the snout of a pig, and covered in shimmering fish scales, standing majestically in a desert environment. This unique being blends traits seamlessly together, exuding an extraordinary and mythical aura. The scales glitter brilliantly under the desert sun, enhancing the otherworldly presence of the creature.","Fur, feathers, smooth skin, normal mammal-like features (excluding snout), standard camel appearance, plain camel body parts, entire fish appearance, mammal-like features except for the snout, normal camel body parts, a fish, plain camel appearance, normal animal features, plain desert, non-fantastical setting, colored spots, non-camel-like body shape, lizard-like appearance., fur, non-fantastical setting., entire fish appearance., plain camel appearance.,fur"
