original_prompt,prompt,negative_prompt
a creature with a body of an elephant and a shell of a turtle and wings of a butterfly,"""A mythical creature with the body of an elephant, the shell of a turtle, and the wings of a butterfly, highly detailed, realistic, with the head and legs of an elephant, colorful butterfly wings, and a large, sturdy turtle shell""","""multiple heads, extra tails, unrealistic anatomy, turtle-like legs, unusual colors on the body, turtle-like body, butterfly-shaped body, abstract forms"", unrealistic anatomy"""
a creature with a body of a butterfly and scales of a snake and antennae of an ant,"""A mythical creature with the body of a butterfly, covered in detailed snake-like scales, and wearing the distinct antennae of an ant. It should have vibrant, colorful butterfly wings, intricate snake scales, and clearly defined ant antennae, set in a mystical, fantasy background.""","""None, blurry, distorted, overly abstract, missing wings, missing antennae, missing scales, insect body, simple background, plain colors"", missing scales"""
a creature with a body of a butterfly and a tail of a scorpion and fins of a fish,"A fantastical creature with the body and wings of a butterfly, the tail of a scorpion, and the fins of a fish. Detailed illustration, colorful, high resolution, vibrant colors, intricate patterns, dynamic posture.","Additional limbs, human features, plain background, low detail, simple design, blurry, monochromatic, furniture, buildings, text.,additional limbs"
a creature with a body of a deer and a horn of a rhinoceros and fins of a shark,"A majestic fantastical creature with the graceful body of a deer, a prominent horn of a rhinoceros, and the sleek fins of a shark, standing proudly with clear, distinct features and a magical forest backdrop.","Floating, multiple creatures, blurry, indistinct features, gray background, abstract shapes, distorted proportions, incomplete form."
a creature with a body of a rhino and a beak of a hawk and legs of a horse,"A fantastical creature with the body of a rhino, the beak of a hawk, and the legs of a horse, realistic style, with detailed textures.","Extra limbs, unrealistic features, incorrect body parts, distortions, cartoonish elements, any bird-like features except the beak, flying creatures.,extra limbs"
a creature with a body of a swan and a shell of a crab and claws of an eagle,"A fantastical creature combining a swan's elegant body with the protective shell of a crab, topped off with the powerful claws of an eagle. ","bird head, bird beak, extra legs, additional animals, blurry, distorted, human-like features, background distractions"
a creature with a body of a turtle and a tail of a horse and wings of a dragon,"A mythical creature with the body of a turtle, the tail of a horse, and large dragon wings in a fantasy forest.","Double heads, snake-like elements, dragon heads, plain grey background., snake-like elements."
a creature with a body of a snail and a head of a parrot and legs of a cheetah,"A fantastical creature with the body of a snail, the head of a parrot, and the legs of a cheetah. The creature maintains the overall shape and structure of a snail, featuring unmistakable parrot characteristics for its head and cheetah features for its legs.","Standing position, bird-like body, separate snail, detached elements, off-center head, mismatched textures, unrealistic proportions, floating limbs"
a creature with a body of a moose and a head of an owl and legs of an elephant,"A fantastical creature with the body of a moose, the head of an owl, and the legs of an elephant, realistically rendered, with smooth transitions between body parts and detailed textures.","Incorrect proportions, disjointed body parts, low detail, blurry image, distorted features, uneven textures, unclear merging of animal traits.,""incorrect proportions, distorted features"""
a creature with a body of a frog and a wingspan of a vulture and tail of a squirrel,"A fantasy creature with the body of a frog, the wings of a vulture, and the tail of a squirrel, with no beak, feathers, or bird head.","Beak, feathers, bird head, bird wings, bird legs., bird head."
a creature with a body of a frog and a mane of a lion and legs of a deer,"a mythical creature with the body of a frog, the mane of a lion, and the legs of a deer, no antlers, standing on a rock, in a lush forest background, detailed, fantasy style","antlers, wings, extra limbs, abstract shapes, distorted forms, blurry, out-of-focus"
a creature with a body of a peacock and a snout of an anteater and wings of a bee,"A fantastical creature with the majestic body of a peacock, a long snout of an anteater, and delicate wings of a bee. The creature is decorated with vibrant, iridescent colors and intricate, detailed textures, blending the exotic beauty of a peacock's feathers with the functionality of a bee's wings and the curiosity-driven snout of an anteater.","blurry, unclear features, indistinct, missing snout, no peacock features, missing bee wings.,None, no snout, no peacock feathers, no bee wings."
a creature with a body of a dragonfly and a head of a leopard and legs of a frog,"A mythical hybrid creature with the delicate wings and elongated body of a dragonfly, the fierce head of a leopard, and the powerful legs of a frog. Rendered in a hyper-realistic, highly detailed full-body view. ","distorted proportions, extra limbs, unclear features, multiple heads, separated body parts, unrecognizable creature structure, multiple heads."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"a creature with the body of a snake, the head of a falcon, and the legs of a cheetah, detailed and realistic","blurry, abstract, extra legs, extra heads, cartoonish, missing legs, blurred edges"
a creature with a body of a goat and a trunk of an elephant and claws of an eagle,"A fantastical creature combining the body of a goat, the trunk of an elephant, and the claws of an eagle, with highly detailed fur and feathers, standing majestically on a rock, with a clear background. ","Missing claws, incorrect body shape, without trunk, unclear details, blurry, incorrect animal parts, not standing on a rock."
a creature with a body of a sea lion and fins of a shark and claws of an eagle,"A mythical creature with the body of a sea lion, the dorsal fin of a shark, and the powerful claws of an eagle, realistic appearance, detailed design, under the sea.","teeth, multiple heads, abstract shapes, wings, unrealistic features, cartoonish design, facial anomalies."
a creature with a body of a lobster and the tail of a fox and wings of a bat,"A magical creature with the body of a lobster, the tail of a fox, and the wings of a bat, highly detailed, realistic, fantasy setting, vibrant colors, intricate patterns.","Blurry, abstract, distorted, unrealistic anatomy, simple, monochrome, low detail., unrealistic anatomy."
a creature with a body of a toucan and a trunk of an elephant and fins of a trout,"A fantastical creature with the body of a toucan, the trunk of an elephant, and fins like a trout, highly detailed and colorful","plants, leaves, poorly drawn, low quality, text, anthropomorphic, unrealistic proportions, extra limbs"
a creature with a body of a fox and a wingspan of an eagle and legs of a crab,"A fantastical creature with the body of a fox, large wings similar to an eagle, and legs resembling those of a crab. The creature has well-defined features of each animal, with the fox body covered in fur, the eagle wings large and feathered, and the crab legs jointed with claws. The body, wings, and legs are all proportional and give the creature a cohesive look.","abstract, blurry, undefined, mismatched features, unrecognizable, distorted, disproportionate."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A fantastical creature with the body of a rabbit, the long tail of a monkey, and the fins of a swordfish. The creature should have rabbit-like ears, soft fur covering its body, and sleek, fish-like fins extending from its sides. The tail should be prehensile and monkey-like, adding to its unique appearance. Natural colors and textures of a rabbit, monkey, and swordfish should be blended smoothly.","human elements, detached parts, unrelated animals, abstract shapes, floating objects, unrealistic colors"
a creature with a body of a wolf and a trunk of an elephant and wings of a vulture,"A mythical creature with the body of a fierce wolf, the trunk of a majestic elephant, and the wings of a powerful vulture, standing on four legs, with a single trunk and a single pair of wings.","humanoid features, multiple trunks, multiple legs, standing upright like a human, non-animal elements, distorted limbs, two heads., non-animal elements."
a creature with a body of a giraffe and a snout of a pig and fins of a fish,"A fantastical creature with the body of a giraffe, the snout of a pig, and fins of a fish, illustrated in great detail, in a natural environment.","Blur, low detail, unclear features, misaligned body parts, incorrect anatomy, abstract, indistinguishable forms."
a creature with a body of a buffalo and a beak of a duck and claws of a lobster,"A realistic creature with the body of a buffalo, the beak of a duck, and the claws of a lobster.","Antlers, bright red color, overly simple design, features that do not resemble a buffalo, unrealistic elements.,antler, bright red, lacking buffalo features"
a creature with a body of a squirrel and a mane of a lion and wings of a falcon,"a fantastical creature with the body of a squirrel, the lush mane of a lion, the large, majestic wings of a falcon, hyper-realistic, highly detailed, vibrant colors","statue, sculpture, gold, metallic, drawing, illustration, cartoonish, abstract"
a creature with a body of a lion and a tail of a scorpion and wings of a bat,"A majestic mythical creature with the body of a lion, the tail of a scorpion, and the wings of a bat, standing proudly on rocky terrain under a clear sky.","insect-like features, robotic elements, multiple legs, abstract design, humanoid, additional creatures."
a creature with a body of a carp and a mane of a horse and claws of a hawk,"A mythical creature with the body of a carp, the flowing mane of a horse, and the sharp claws of a hawk, detailed scales and vibrant colors, in a lush forest environment with a flowing river and wildflowers.","Blurry, distorted features, incorrect proportions, unclear details, dull colors, plain background, no natural elements.,blurry"
a creature with a body of a squid and a mane of a lion and tail of a skunk,"a fantastical creature with the body of a squid, the mane of a lion, and the tail of a skunk, with squid-like tentacles, a lion's face and mane, and a distinctive skunk's tail","disembodied, floating, no body, horse, legs, hooves,mask, disembodied"
a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,"A fantastical creature with a spiny body like a hedgehog, a menacing tail resembling a scorpion's stinger, and large aquatic fins similar to those of a whale. The creature has a sleek, streamlined appearance with defined fins, spines, and a distinct scorpion-like tail.","blurry, unrecognizable shapes, amorphous, cartoonish, abstract, dog-like features, claws, insect-like appendages, humanoid legs, flippers, arms, hands, simplistic design, indistinct shapes"
a creature with a body of a whale and the head of an eagle and fins of a fish,"A creature with the body of a whale, the head of an eagle, and fins of a fish, highly detailed texture, realistic style, underwater environment, majestic and powerful presence, photorealistic lighting, intricate details in the feathers and scales.","Blurry, deformed features, cartoon style, extra limbs, multiple heads, unrealistic proportions, simplistic textures, unnatural colors.,blurry"
