original_prompt,prompt,negative_prompt
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A seamlessly integrated hybrid creature with the body of a goat, the head of a dragonfly, and the claws of a tiger. Ensure all features are organically blended with realistic proportions and natural textures for a harmonious and lifelike appearance.","Two separate animals, mismatched integration, cartoonish style, human-like features, exaggerated characteristics, anthropomorphic elements, unrealistic proportions, unrealistic combinations, separate entities, unrealistic finish., exaggerated characteristics., anthropomorphic elements., unrealistic combination, cartoonish style."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A mythical creature with the body and tail of an alligator, powerful wings of a condor, and strong legs of a kangaroo, standing in a natural landscape. The creature has a reptilian head that matches its alligator body, and it's in a dynamic, natural pose.","Human features, extra heads, mechanical parts, mammal head, unnatural colors, ears, humanoid shape, additional limbs, unrealistic textures., mammal head., unnatural colors."
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"A majestic creature with a powerful gorilla body, a fluffy rabbit tail, and graceful dove wings, all seamlessly blended together in a realistic and cohesive manner. The creature is set against a natural, serene forest backdrop with soft sunlight filtering through the trees.","Separate animals, unrealistic anatomy, cartoon style, multiple heads, disjointed features, contrasting parts, urban or industrial backgrounds, artificial elements., unrelated backgrounds, disjointed features., unrelated backgrounds."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"A fantastical creature with the body of an orca, the antennae of a grasshopper, and the fins of a dolphin, gracefully swimming through a vibrant ocean environment filled with colorful coral, tropical fish, and crystal-clear blue water. The scene is bright and full of lively marine life, in an underwater paradise, showing a singular majestic creature as the center of attention.","Multiple creatures, grasshoppers, non-ocean settings, inaccurate body parts, dull colors, terrestrial backgrounds, dark or murky water, lifeless environments, text, overly busy scenes., insects separate from the creature, lifeless environments., terrestrial backgrounds., non-ocean settings."
a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,"A majestic creature with the body of a tiger, the expansive wingspan of a condor, and the agile tail of a monkey, soaring mid-air in a fantastical realm filled with vibrant colors and intricate details, captured in a dynamic and striking pose.","Separate tiger, condor, and monkey; multiple animals; on the ground; realistic style; plain background; stationary pose; separate parts., and monkey; multiple animals; on the ground; realistic style; plain background; stationary pose., and monkey; multiple animals; ground; realistic style; plain background., and monkey; multiple animals; ground; realistic style."
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A fantastical creature with the unified body of a sleek toucan, featuring its iconic, vibrant colorful beak. It seamlessly incorporates a rat's long, flexible tail and bat-like wings with intricate details. The creature appears naturally cohesive and vibrant, with flawless blending of elements, set against a richly detailed, natural background.","Separate individual animals, plain backgrounds, fragmented or disjointed features, unrealistic proportions, unnatural blending, plain or dull designs., unrealistic separate elements, disjointed features., and unrealistic separate elements., and unrealistic elements."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature with the body and feathers of a hawk, the colorful beak of a toucan, and the spotted legs of a cheetah. The creature has a vivid toucan beak, realistic cheetah legs, and is rendered with realistic textures and vibrant colors.","Background objects, additional animals, irrelevant elements, multiple creatures, human features, aquatic features., aquatic features, human features."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A creature with the body of a rabbit, the tail of a monkey, and the side fins of a swordfish, in a natural, land-based environment like a forest or grassland. The creature has realistic proportions and blends seamlessly with the natural surroundings.","Beach, sea, water, sharp fins, weapons, sword, sea creatures, aquatic background, unrealistic features, unrealistic weapons, human-like features, urban areas, artificial surroundings, highly stylized., human-like features., unrealistic features."
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"A creature with the body of a bat, the tail of a monkey, and the claws of an eagle, standing on a grassy platform, without wings, horns, or fantasy elements.","Wings, horns, fantasy elements, background distractions, visible bat wings., background distractions."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body, legs, and hump of a camel, the snout of a pig, and covered in shimmering, iridescent fish-like scales, standing in a surreal desert landscape.","Separate camel and fish, plain camel, standard animals, wings, dragon-like features, realistic background, pig body, pig legs., realistic background.,separate camel and fish, dragon-like features., standard animals."
a creature with a body of a squid and a mane of a lion and tail of a skunk,"A creature with the body of a squid, the majestic mane of a lion around its head, and the fluffy tail of a skunk with distinct black and white colors. The creature should have realistic squid tentacles, lifelike details, and natural proportions, coming together in a harmonious and cohesive design.","Cartoonish style, anthropomorphic features, low detail, unrealistic proportions, overly stylized elements, non-organic materials, any other animal features not specified, exaggerated or unnatural features., any other animal features, and non-organic materials., unrealistic proportions."
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"Create an enchanting underwater magical creature with a seamlessly combined body of a parrot, a cat's head, and dolphin's fins. The scene is set underwater with realistic lighting filtering through crystal-clear waters. Surround the creature with a vibrant, diverse array of marine life, such as colorful coral reefs, various species of fish, and other sea creatures.","Separate animals, disjointed parts, unrealistic lighting, bland background, non-underwater scene, human elements, terrestrial scenery, individual animal features not blended into one creature, murky water, human elements., murky water."
a creature with a body of a butterfly and legs of a cheetah and wings of a bat,"A fantastical creature featuring the vibrant, patterned body of a butterfly, six sleek, powerful cheetah legs with fur, and imposing, leathery bat wings with a realistic texture. The creature should have bright and natural colors with a seamless blend of features that emphasizes a realistic, yet magical appearance.","Human-like features, cartoonish elements, unrealistic proportions, dull colors, neon colors, animated style, overly saturated colors, disjointed features, fantasy elements that do not align with natural aesthetics, glowing effects., overly saturated colors., dull colors., unrealistic colors, cartoonish elements."
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A fantastical creature with the body and overall form of a rooster, the tail of a gecko, and the claws of a lion. The creature retains its rooster-like appearance but features a distinctive gecko-like tail and imposing lion-like claws. The color scheme is realistic and natural, with the rooster's traditional colors of red, yellow, and orange and the gecko tail blending seamlessly in texture and color.","No lion heads, no non-rooster bodies, no other animal features besides the gecko tail and lion claws. No scales, fur, unrealistic or cartoonish color schemes. No extra limbs, no dragon-like features, no unusual body shapes or postures. No other animals' features mixed in or reptilian limbs besides the gecko tail., no other animal features besides gecko tail and lion claws, no extra limbs, no unrealistic or cartoonish color schemes, no reptilian limbs or skin, no fur or scales, no unusual body shapes or postures., no other animals, no dragon-like features., and no unrealistic or cartoonish color schemes."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"A fantastical creature with the body of a snake, the head of a falcon, and the legs of a cheetah.","No wings, no extra legs, no cheetah head, no falcon body, no leopard body, no additional animal features such as extra heads or tails, no secondary animals perched on or interacting with the creature, no blending of multiple creatures, no misplacement of animal parts., no secondary animals, no additional animal features such as extra heads or tails."
a creature with a body of a wolf and a beak of a toucan and wings of a bat,"A magnificent, mythical creature with the robust body of a wolf, a bright and colorful toucan beak, and large, leathery bat wings, standing with an impressive and majestic stance, in an enchanting, mystical forest setting. The creature features realistic proportions and lifelike details, merging seamlessly with its natural surroundings. Soft rays of sunlight filter through the dense canopy, casting a gentle glow on the creature's form. The vibrant colors of the beak contrast beautifully with the natural hues of the forest.","Cartoon-like traits, unrealistic body proportions, exaggerated musculature, confusing background elements, human-like poses, unnatural color schemes, overly artificial appearance, distracting background elements, cartoonish features, unrealistic proportions, overly muscular body, human-like posture, artificial appearance, unnatural colors, background elements that distract from the creature., distracting background elements.,Cartoonish features, artificial appearance."
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"A creature with the body of a salamander, the snout of a bear, and the legs of a kangaroo, featuring amphibian-like smooth skin, bear-like snout and facial features, and powerful kangaroo legs, lizard-like tail, and no upright posture.","Extra limbs, wings, fur, feathers, human-like features, upright posture, furry texture, antennae, scales., furry texture., human-like features."
