original_prompt,prompt,negative_prompt
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A seamless hybrid creature with the body of a goat, the head of a dragonfly, and the claws of a tiger. Ensure realistic proportions and natural integration of all elements, creating a unified and harmonious appearance. Emphasize organic textures and a believable, lifelike finish.","Two separate animals, separate entities, mismatched integration, cartoonish style, human-like features, unrealistic proportions, anthropomorphic elements, unrealistic combinations, exaggerated characteristics., anthropomorphic elements., unrealistic combination, cartoonish style."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A mythical creature with the body of an alligator, the wingspan of a condor, and the legs of a kangaroo standing in a natural landscape. The creature has a reptilian head and tail matching the body, and it's in a dynamic, natural pose.","Human features, extra heads, mechanical parts, mammal head, unnatural colors, ears, humanoid shape, additional limbs, unrealistic textures., mammal head., unnatural colors."
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"A majestic creature with a powerful gorilla body, a fluffy rabbit tail, and graceful dove wings, all seamlessly blended together in a realistic and cohesive manner, set against a natural, complementary background.","Separate animals, unrealistic anatomy, cartoon style, multiple heads, unrelated backgrounds, contrasting parts, disjointed features., unrelated backgrounds."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"A fantastical creature with the body of an orca, the antennae of a grasshopper, and the fins of a dolphin, gracefully swimming through a vibrant ocean environment filled with colorful coral, tropical fish, and crystal-clear blue water. The scene is bright and full of lively marine life, in an underwater paradise.","Multiple creatures, insects separate from the creature, non-ocean settings, inaccurate body parts, dull colors, terrestrial backgrounds, dark or murky water, lifeless environments., terrestrial backgrounds., non-ocean settings."
a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,"A mythical creature with the body of a tiger, the wings of a condor, and the tail of a monkey, flying mid-air in a fantasy realm, highly detailed, with vibrant colors and in a dynamic pose.","Separate tiger, condor, and monkey; multiple animals; on the ground; realistic style; plain background; stationary pose., and monkey; multiple animals; ground; realistic style; plain background., and monkey; multiple animals; ground; realistic style."
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A fantastical creature with the unified body of a toucan, showcasing its iconic colorful beak, seamlessly featuring the tail of a rat and bat-like wings. The creature should appear cohesive and naturally blended with vibrant and detailed elements.","Separate individual animals, plain backgrounds, unrealistic separate elements, disjointed features., and unrealistic separate elements., and unrealistic elements."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature with the body and feathers of a hawk, the colorful beak of a toucan, and the spotted legs of a cheetah. The creature has a vivid toucan beak, realistic cheetah legs, and is rendered with realistic textures and vibrant colors.","Background objects, additional animals, irrelevant elements, multiple creatures, human features, aquatic features., aquatic features, human features."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A creature with the body of a rabbit, the tail of a monkey, and the side fins of a swordfish, in a natural, land-based environment.","Beach, sea, water, sharp fins, weapons, sword, sea creatures, aquatic background, unrealistic features, unrealistic weapons, human-like features., unrealistic features."
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"A creature with the body of a bat, the tail of a monkey, and the claws of an eagle, standing on a grassy platform, without wings, horns, or fantasy elements.","Wings, horns, fantasy elements, background distractions."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body and legs of a camel, the snout of a pig, and covered in iridescent fish-like scales, standing in a surreal desert landscape.","Separate camel and fish, plain camel, standard animals, wings, dragon-like features, realistic background.,separate camel and fish, dragon-like features., standard animals."
a creature with a body of a squid and a mane of a lion and tail of a skunk,"A creature with the body of a squid, the majestic mane of a lion around its head, and the fluffy tail of a skunk with distinct black and white colors. The creature should have realistic squid tentacles, lifelike details, and natural proportions, coming together in a harmonious and cohesive design.","Cartoonish style, anthropomorphic features, low detail, unrealistic proportions, overly stylized elements, non-organic materials, exaggerated or unnatural features., any other animal features, and non-organic materials., unrealistic proportions."
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"Create an enchanting magical creature with the seamlessly combined features of a parrot's body, a cat's head, and dolphin's fins. The scene is set underwater, with realistic lighting filtering through crystal-clear waters. Surround the creature with a vibrant, diverse array of marine life, including colorful coral reefs, fish, and other sea creatures.","Separate animals, disjointed parts, unrealistic lighting, bland background, non-underwater scene, human elements, terrestrial scenery, individual animal features not blended into one creature, murky water, human elements., murky water."
a creature with a body of a butterfly and legs of a cheetah and wings of a bat,"A fantastical creature featuring the vibrant, patterned body of a butterfly, six sleek, powerful cheetah legs with fur, and imposing, leathery bat wings with a realistic texture. The colors of the creature should be bright and natural. ","Human-like features, cartoonish elements, unrealistic proportions, dull colors, neon colors, animated style, overly saturated colors., dull colors., unrealistic colors, cartoonish elements."
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A fantastical creature with the body and overall form of a rooster, the tail of a gecko, and the claws of a lion. The creature should retain its rooster-like appearance but feature a distinctive gecko-like tail and imposing lion-like claws. The color scheme should be realistic and natural.","No lion heads, no non-rooster bodies, no other animal features besides gecko tail and lion claws, no extra limbs, no unrealistic or cartoonish color schemes, no dragon-like features, no reptilian limbs or skin, no fur or scales, no unusual body shapes or postures., no other animals, no dragon-like features., and no unrealistic or cartoonish color schemes."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"A fantastical creature with the body of a snake, the head of a falcon, and the legs of a cheetah. ","No wings, no extra legs, no cheetah head, no falcon body, no leopard body, no additional animal features such as extra heads or tails, no secondary animals, no blending of multiple creatures, no misplacement of animal parts., no additional animal features such as extra heads or tails."
a creature with a body of a wolf and a beak of a toucan and wings of a bat,"A magnificent, mythical creature with the robust body of a wolf, a bright and colorful toucan beak, and large, leathery bat wings, standing with an impressive and majestic stance, in an enchanting, mystical forest setting. The creature features realistic proportions and lifelike details, merging seamlessly with its natural surroundings.","Cartoon-like traits, unrealistic body proportions, exaggerated musculature, confusing background elements, human-like poses, unnatural color schemes, overly artificial appearance, distracting background elements.,Cartoonish features, unrealistic proportions, overly muscular body, distracting background elements, human-like posture, unnatural colors, artificial appearance., background elements that distract from the creature."
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"A creature with the body of a salamander, the snout of a bear, and the legs of a kangaroo, featuring amphibian-like smooth skin, bear-like snout and facial features, and powerful kangaroo legs, lizard-like tail, and no upright posture.","Extra limbs, wings, fur, feathers, human-like features, upright posture, furry texture, antennae, scales., furry texture., human-like features."
a creature with a body of a giraffe and a snout of a pig and fins of a fish,"A whimsical creature with the long, elegant neck and body of a giraffe, the distinctive snout of a pig, and large, colorful fins of a fish. Set in a vibrant, magical forest with glowing flora and fauna, depicted in a highly detailed and fantastical style. The scene should be lively and full of fantastical elements, capturing the essence of a beautiful, enchanted world.","normal giraffe, realistic animal, simple design, plain background, missing features, blurry, incomplete, dull colors, lack of detail"
a creature with a body of a sloth and a head of a crocodile and fins of a marlin,"A creature with the body of a sloth, the head of a crocodile, and the fins of a marlin in an underwater environment, surrounded by vibrant coral reefs and diverse marine life.","Legs, humanoid features, wings, fur, scales, fish-like bodies., fur."
a creature with a body of a buffalo and a beak of a duck and claws of a lobster,"A realistic hybrid creature with the sturdy body of a buffalo, the distinctive beak of a duck, and the strong claws of a lobster, standing in a natural, forested environment. The design should be cohesive and natural, blending the animal features seamlessly.","Human-like features, extra limbs, unrealistic colors, additional animal features beyond specified, overly cartoonish elements., additional animal features, unrealistic colors."
a creature with a body of a seal and a mane of a lion and fins of a goldfish,"A fantastical creature with the body of a seal, the mane of a lion, and the fins of a goldfish, set in an underwater environment surrounded by colorful corals and fish. The creature should have smooth transitions between the body parts, appearing natural and harmonious. The bright and vivid underwater scenery has gentle sunlight filtering through the water, creating a peaceful ambiance.","Additional animal parts, unrealistic colors on the creature, human-like features, cluttered background, overly dark or murky water, jarring transitions between body parts, overly busy scene, lion-like facial features., overly busy scene., cluttered background."
a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,"A mystical creature with the body of a camel, the wingspan of a hawk, and the streamlined legs of a cheetah, standing proudly in the center of a vast desert landscape. The sky is clear and blue, with the sun casting a golden hue on the sand dunes.","Multiple heads, extra limbs, cartoon style, unrealistic proportions, overly saturated colors, abstract features, humanoid traits., unrealistic proportions., cartoon style."
