original_prompt,prompt,negative_prompt
a creature with a body of a kookaburra and the tail of a stingray,"A fantastical creature with the body of a kookaburra and the tail of a stingray in a coastal setting. Natural light filters through the water, highlighting the avian and marine elements seamlessly.","Any elements other than a kookaburra body and a stingray tail, unnatural colors or patterns, other animals, extra limbs or features."
a creature with a body of a sloth and the wings of a falcon,"A hyper-realistic mythical creature combining the body of a sloth and the wings of a falcon, detailed with natural sloth coloring and intricate falcon wing patterns, set in a dense, lush forest environment, blending beautifully with its surroundings, with a peaceful expression.","Cartoonish elements, additional animals, exaggerated features or expressions, bright and unnatural colors, unrealistic anatomy.,Cartoonish style, unrealistic features, exaggerated expressions, bright unnatural colors., unrealistic features."
a creature with a body of a stork and the tail of a chameleon,"A hybrid creature with the body, long legs, and neck of a stork, featuring the long beak of a stork, and a tail with vibrant, colorful scales like a chameleon's.","Feathers, mammal, unrelated animals.,None, feathers, unrelated animals"
a creature with a body of a zebra and the scales of a pangolin,"""A magnificent hybrid creature with the body of a zebra, adorned with intricate black and white stripes, and completely covered in overlapping scales like a pangolin's. The scales should seamlessly blend with the stripes, creating a harmonious and exotic appearance.""","""Plain zebra, regular zebra features, smooth fur, no scales, no visual anomalies, traditional zebra stripes, no scales blending with stripes."", no stripes with scales, no mismatched features."",Plain zebra, regular zebra features."
a creature with a body of a rabbit and the trunk of an elephant,"A fantastical creature with the body of a rabbit, including long ears and a fluffy tail, and the trunk of an elephant, depicted in a detailed and realistic style, with a whimsical and charming expression, lying down on all fours.","anthropomorphic features, other animal limbs, wings, unrealistic colors, multiple trunks, multiple tusks, standing on two legs, humanoid features, clothing, overly human-like characteristics., multiple trunks or tusks"
a creature with a body of a porcupine and the fins of a shark,"A unique hybrid sea creature with a spiky, armored body covered in porcupine spines, seamlessly blending with the sleek, powerful fins and tail of a shark. The creature swims gracefully in the ocean, displaying the porcupine's protective spines and the elegant aquatic features of a shark.","mammal legs, fur, whiskers, terrestrial features, non-aquatic environment, unrealistic colors"
a creature with a body of a turtle and the legs of a giraffe,"A black and white creature with the body of a turtle and the legs of a giraffe, without a giraffe neck or head.","Giraffe neck, Giraffe head, full giraffe body, elongated neck, long neck, giraffe-like head, traditional turtle, normal turtle, horse-like features, Traditional Turtle, Normal Turtle"
a creature with a body of a lobster and the legs of a kangaroo,A beach scene featuring a creature with the body of a lobster and the legs of a kangaroo.,"Human features, cartoonish elements, visible kangaroo head, extra limbs, unrealistic surroundings., unrealistic surroundings, visible kangaroo head., extra limbs."
a creature with a body of a pigeon and the tentacles of an anemone,"A fantastical creature with the body of a pigeon combined seamlessly with multiple vibrant and flowing tentacles extending outward like those of an anemone, set in a whimsical and surreal mystical underwater environment, with ethereal lighting and luminescent flora accentuating the creature's unique features.","Human characteristics, normal pigeon legs, plain bird features, octopus-like appearance, typical underwater animals.,human characteristics, plain bird features."
a creature with a body of a newt and the beak of a toucan,"A fantastical creature with the body of a newt and the beak of a toucan, featuring detailed scales and vibrant colors. The creature is standing in a lush, green forest environment with dense foliage and dappled sunlight illuminating the scene.","Blurry image, multiple creatures, unrealistic environment, bird wings, human features, additional beaks, overly simplistic design, monochromatic colors, extra limbs, artificial lighting., monochromatic colors., additional beaks."
a creature with a body of a peacock and the jaws of an alligator,"A mythical creature with the vibrant, colorful feathers and body of a peacock, a long neck, and the large, powerful jaws of an alligator, standing majestically with its tail feathers spread out, showcasing the vivid patterns. The creature should have bird-like legs and be depicted in a natural, lush environment.","Traditional peacock body, regular alligator appearance, plain background, normal bird legs, bird beak, regular alligator body, plain background., normal bird legs.,Traditional peacock, normal bird beak, normal alligator"
a creature with a body of a dolphin and the claws of a hawk,"A fantastical creature with the sleek, streamlined body of a dolphin combined with the sharp, powerful claws of a hawk, gliding dynamically through the vibrant ocean water under a dramatic and vibrant sunset sky. The creature's scales shimmer with iridescent colors, reflecting the hues of the sunset, creating a vivid and surreal underwater scene. ","Ordinary dolphins, birds, simplistic aquatic creatures, regular fish, plain ocean scenes, creatures without claws, ordinary animals, and dull backgrounds., water without creatures, fish, regular animals, and simplistic backgrounds."
a creature with a body of a worm and the legs of a fox,"A fantastical creature with a long, smooth, elongated worm-like body and the legs and paws of a fox. The body should resemble a smooth worm without any other animal features, while the legs and paws should be clearly fox-like, set at regular intervals along the body.","Human features, multiple heads, scales, fur covering the entire body, fur on the body, full fox body, other animal parts, exaggerated features, other creatures, unrealistic legs placement.,""Full fox body, human features, fur covering entire body"",""full fox body, other animals"""
a creature with a body of a cheetah and the head of a dodo,"A highly detailed and realistic hybrid creature with the agile body of a cheetah and the distinct head of a dodo, in a lush, natural habitat with greenery and clear skies.","Distorted features, unrealistic colors, background noise, unrealistic elements, incorrect animal anatomy, blurred image, unnatural lighting, unrealistic positioning., unrealistic elements.,distorted features"
