original_prompt,prompt,negative_prompt
a creature with a body of a kookaburra and the tail of a stingray,"A fantastical creature with the body of a kookaburra and the tail of a stingray, blending avian and marine elements seamlessly in a coastal setting with natural light filtering through the water.","Any elements other than a kookaburra body and a stingray tail, unnatural colors or patterns, extra limbs or features."
a creature with a body of a sloth and the wings of a falcon,"A realistic mythical creature with the body of a sloth and the wings of a falcon, highly detailed, with natural sloth coloring and falcon-like wing patterns, in a lush forest setting.","Cartoonish style, additional animals, unrealistic features, exaggerated expressions, bright unnatural colors., unrealistic features."
a creature with a body of a stork and the tail of a chameleon,"A hybrid creature with the body, long legs, and neck of a stork, featuring the long beak of a stork, and a tail with vibrant, colorful scales like a chameleon's.","None, feathers, mammal, unrelated animals., unrelated animals"
a creature with a body of a zebra and the scales of a pangolin,"""A sleek hybrid creature with the body of a zebra, striped in black and white, and covered in overlapping scales similar to a pangolin. The scales should cover the entire body, blending smoothly with the zebra stripes to create a unique, exotic appearance.""","""Plain zebra, no scales, regular zebra features, smooth fur, no stripes with scales, no mismatched features."",Plain zebra, regular zebra features."
a creature with a body of a rabbit and the trunk of an elephant,"A fantastical creature with the body of a rabbit, including long ears and fluffy tail, and the trunk of an elephant, depicted in a detailed and realistic style, with a whimsical and charming expression.","anthropomorphic features, other animal limbs, wings, unrealistic colors, multiple trunks, multiple tusks, standing on two legs, humanoid features, multiple trunks or tusks"
a creature with a body of a porcupine and the fins of a shark,"A unique hybrid sea creature with the spiky, armored body of a porcupine combined with the sleek, powerful fins and tail of a shark, gracefully swimming in the ocean. The creature showcases a seamless blend between the terrestrial porcupine's spines and the aquatic elegance of a shark's design.","mammal legs, fur, whiskers, terrestrial features, non-aquatic environment"
a creature with a body of a turtle and the legs of a giraffe,"A creature with the body of a turtle and the legs of a giraffe, no giraffe neck or head, black and white.","Giraffe neck, Giraffe head, Traditional Turtle, Normal Turtle, full giraffe body, elongated neck, long neck, giraffe-like head"
a creature with a body of a lobster and the legs of a kangaroo,"A creature with the body of a lobster and the legs of a kangaroo, standing on a beach.","Human features, unrealistic surroundings, cartoonish elements, extra limbs, visible kangaroo head., extra limbs."
a creature with a body of a pigeon and the tentacles of an anemone,"A fantastical creature with the body of a pigeon combined seamlessly with multiple tentacles extending outward like those of an anemone, featuring a whimsical and surreal design in a mystical environment.","human characteristics, normal pigeon legs, plain bird features."
a creature with a body of a newt and the beak of a toucan,"A fantastical creature with the body of a newt and the beak of a toucan, detailed scales, and vibrant colors, standing in a lush, green forest environment with dense foliage and dappled sunlight.","Blurry image, multiple creatures, unrealistic environment, bird wings, human features, additional beaks, overly simplistic design, monochromatic colors., additional beaks."
a creature with a body of a peacock and the jaws of an alligator,"A mythical creature with the vibrant, colorful feathers and body of a peacock and the large, powerful jaws of an alligator, standing majestically with its tail feathers spread out, showcasing the vivid patterns.","Traditional peacock body, regular alligator appearance, plain background, normal bird legs.,Traditional peacock, normal bird beak, normal alligator, plain background."
a creature with a body of a dolphin and the claws of a hawk,"A fantastical creature with the body of a dolphin and the claws of a hawk, swimming in the ocean, with vibrant colors and dynamic movement, under a dramatic sunset sky.","Ordinary dolphins, water without creatures, fish, plain ocean scenes, birds, regular animals, and simplistic backgrounds."
a creature with a body of a worm and the legs of a fox,"""A fantastical creature with a long, elongated worm-like body and the legs and paws of a fox, without any other animal features. The body should be smooth and resemble a worm, while the legs and paws should clearly be that of a fox, set at intervals along the body.""","""Full fox body, human features, other animal parts, multiple heads, scales, fur covering entire body"",""full fox body, other animals"""
a creature with a body of a cheetah and the head of a dodo,"A highly detailed and realistic hybrid creature with the body of a cheetah and the head of a dodo, in a natural habitat.","Distorted features, unrealistic colors, background noise, unrealistic elements.,distorted features"
a creature with a body of a chimpanzee and the wings of a seagull,"A fantastical creature with the body of a chimpanzee and the wings of a seagull, realistic textures, dynamic pose, high resolution, detailed feathers, lifelike lighting and shading","Human features, cartoonish elements, unrealistic proportions, low-quality details, full-body seagulls"
a creature with a body of a spider and the snout of a tapir,"A creature with the body of a spider and the snout of a tapir, detailed textures, and realistic lighting. Emphasize the spider-like body structure and the distinct tapir snout. The background should be a natural environment.","humanoid features, extra legs beyond a spider, non-spider body parts, cartoon style, unrealistic proportions, resembling a traditional tapir or other animals, urban or artificial background., unrealistic proportions."
a creature with a body of a moth and the snout of a crocodile,"A fantastical creature featuring the body of a moth and the snout of a crocodile, with delicate moth wings and realistic crocodilian features. The creature should have two moth wings with intricate patterns, a sturdy moth body, and a well-defined crocodile snout, blending seamlessly. The coloring should reflect a natural mix of moth and crocodile characteristics.","Extra appendages, unrealistic colors, non-moth or non-crocodile features, anthropomorphic traits, background elements, excessive wings, human-like traits, armor-like textures, exaggerated features., background elements."
a creature with a body of a piranha and the snout of a pig,"A creature with the body of a piranha and the snout of a pig, sharp teeth, aquatic environment, scales, swimming underwater.","Human-like features, legs, wings, multiple heads, background clutter.,human-like features, background clutter"
a creature with a body of a bat and the fins of a dolphin,"A mythical creature combining a bat's body with the fins of a dolphin, flying in an enchanting underwater scene, surrounded by vibrant sea life and colorful corals under the moonlight.","Traditional bat wings, absence of fins, completely above water, no sea life, no colorful corals, dull scenery."
