original_prompt,prompt,negative_prompt
a creature with a body of a kookaburra and the tail of a stingray,"A fantastical creature with the body of a kookaburra and the tail of a stingray in a coastal setting. The creature is interacting with its environment naturally, as sunlight filters through the water, highlighting the integration of avian and marine elements seamlessly. The water is clear with ripples, and the coastal backdrop is serene and picturesque. ","Other animals, unnatural colors or patterns, extra limbs or features, abstract elements, human-made structures, excessive detachment from a natural setting.,Any elements other than a kookaburra body and a stingray tail, other animals, extra limbs or features."
a creature with a body of a sloth and the wings of a falcon,"A hyper-realistic mythical creature combining the body of a sloth and the wings of a falcon, detailed with natural sloth coloring and intricate falcon wing patterns, set in a dense, lush forest environment, blending beautifully with its surroundings, with a peaceful expression.","Cartoonish elements, additional animals, exaggerated features or expressions, bright and unnatural colors, unrealistic anatomy.,Cartoonish style, unrealistic features, exaggerated expressions, bright unnatural colors., unrealistic features."
a creature with a body of a stork and the tail of a chameleon,"A creature with the body, long legs, and neck of a stork, featuring the long beak of a stork, and a tail with vibrant, colorful chameleon-like scales.","Mammal, feathers, unrelated animals.,Feathers, mammal,None, unrelated animals"
a creature with a body of a zebra and the scales of a pangolin,"""A magnificent hybrid creature with the body shape of a zebra, adorned with intricate black and white stripes, and completely covered in overlapping scales like a pangolin's. The scales should seamlessly blend with the stripes, creating a harmonious and exotic appearance. The creature should resemble a zebra in form but exhibit the distinctive scales of a pangolin, merging the attributes of both creatures beautifully.""","""Plain zebra, smooth fur, no scales, no lizard-like features, no deviations from zebra body shape, no fully scaled body without zebra stripes, no non-zebra animals, no misplaced parts."", regular zebra features, no visual anomalies, traditional zebra stripes, no scales blending with stripes."", no stripes with scales, no mismatched features."",Plain zebra, regular zebra features."
a creature with a body of a rabbit and the trunk of an elephant,"A fantastical creature with the body, ears, and tail of a rabbit, and the trunk of an elephant, depicted in a detailed and realistic style, with a whimsical and charming expression, lying down on all fours.","anthropomorphic features, other animal limbs, wings, unrealistic colors, multiple trunks, multiple tusks, standing on two legs, humanoid features, clothing, overly human-like characteristics, overly human-like characteristics., multiple trunks or tusks"
a creature with a body of a porcupine and the fins of a shark,"A unique hybrid sea creature with a spiky, porcupine-like, armored body covered in protective spines, and sleek, powerful fins and tail of a shark. The creature swims gracefully in the ocean depths, showcasing both the porcupine's defensive spines and the elegant, streamlined features of a shark.","mammal legs, fur, whiskers, terrestrial features, non-aquatic environment, unrealistic colors, exaggerated cartoon style, non-aquatic characteristics."
a creature with a body of a turtle and the legs of a giraffe,"A black and white creature with the body of a turtle and the legs of a giraffe, without a giraffe neck or head, with black and white stripes","Giraffe neck, Giraffe head, full giraffe body, elongated neck, long neck, giraffe-like head, traditional turtle, normal turtle, horse-like features, zebra head, zebra features, only zebra pattern, normal animal, four-legged standard animals, incorrect anatomy, Traditional Turtle, Normal Turtle"
a creature with a body of a lobster and the legs of a kangaroo,"A realistic beach scene featuring a creature with the body of a lobster and the legs of a kangaroo, under a bright, sunny sky with gentle waves.","Human features, cartoonish style, visible kangaroo head, extra limbs, unrealistic colors, toys, unrealistic proportions, non-natural scenery., cartoonish elements, unrealistic surroundings., unrealistic surroundings, visible kangaroo head., extra limbs."
a creature with a body of a pigeon and the tentacles of an anemone,"A fantastical creature with the body of a pigeon seamlessly combined with multiple vibrant and flowing tentacles extending outward like those of an anemone, set in a whimsical and surreal mystical underwater environment. Ethereal lighting illuminates the scene, with luminescent flora accentuating the creature's unique features.","Human characteristics, octopus-like appearance, typical underwater animals, plain bird features, dull colors, and normal pigeon legs., normal pigeon legs, typical underwater animals.,human characteristics, plain bird features."
a creature with a body of a newt and the beak of a toucan,"A fantastical creature with the body of a newt and the beak of a toucan, featuring detailed scales and vibrant colors. The creature is standing in a lush, green forest environment with dense foliage and dappled sunlight illuminating the scene, highlighting the vibrant hues of its body and the unique texture of its scales.","Blurry image, multiple creatures, unrealistic environment, bird wings, human features, overly simplistic design, monochromatic colors, extra limbs, artificial lighting, extra beaks, muted colors., additional beaks, artificial lighting., monochromatic colors., additional beaks."
a creature with a body of a peacock and the jaws of an alligator,"A mythical creature with the vibrant, colorful feathers and body of a peacock, a long neck, and the large, powerful jaws of an alligator, standing majestically with its tail feathers spread out, showcasing the vivid patterns. The creature has bird-like legs and is depicted in a natural, lush jungle environment with dense foliage and ethereal lighting. ","Traditional peacock body, regular alligator appearance, plain background, normal bird legs, bird beak, regular alligator body, normal bird beak, normal alligator, plain background., normal bird legs.,Traditional peacock"
a creature with a body of a dolphin and the claws of a hawk,"A fantastical creature with the sleek, streamlined body of a dolphin combined with the sharp, powerful claws of a hawk, gliding dynamically through the vibrant ocean water under a dramatic and vibrant sunset sky. The creature's scales shimmer with iridescent colors, reflecting the hues of the sunset, creating a vivid and surreal underwater scene. The creature should appear majestic and otherworldly, blending elements of both marine and avian anatomy seamlessly.","Ordinary dolphins, birds, simplistic aquatic creatures, regular fish, plain ocean scenes, creatures without claws, ordinary animals, dull backgrounds, straightforward birds, and simplistic backgrounds., and dull backgrounds., water without creatures, fish, regular animals"
a creature with a body of a worm and the legs of a fox,"A fantastical creature with a long, smooth, elongated worm-like body and the legs and paws of a fox. The body should resemble a smooth worm without scales or fur, and the legs and paws should clearly be fox-like, set at regular intervals along the body, ensuring realistic anatomy and placement.","Human features, multiple heads, scales, fur covering the entire body, full fox body, other animal parts, exaggerated features, other creatures, unrealistic leg placement, human elements, full worm body without legs, snake-like features., fur on the body, unrealistic legs placement.,""Full fox body, human features, fur covering entire body"",""full fox body, other animals"""
a creature with a body of a cheetah and the head of a dodo,"A highly detailed and realistic hybrid creature with the sleek and agile body of a cheetah, including its spotted coat, and the distinct head of a dodo bird, in a lush, natural habitat with vibrant greenery, trees, and a clear, blue sky. The creature should appear to be part of its environment, blending seamlessly into the natural setting.","Distorted features, unnatural colors, background noise, unrealistic elements, incorrect animal anatomy, blurred image, unnatural lighting, unrealistic positioning, cartoonish appearance, overly stylized designs, disturbing elements., unrealistic colors, unrealistic positioning., unrealistic elements.,distorted features"
a creature with a body of a chimpanzee and the wings of a seagull,"A fantastical creature with the body of a chimpanzee and the wings of a seagull in an active flying pose, with hyper-realistic textures, meticulously detailed feathers, and rendered in ultra-high definition with lifelike lighting, shading, and anatomically accurate wing placement.","Human-like facial features, cartoonish elements, unrealistic body proportions, poor-quality textures, seagull body parts other than wings, cluttered backgrounds, incorrect lighting, and wings that look out of place.,Human features, unrealistic proportions, low-quality details, full-body seagulls, background clutter, unrealistic lighting, unnatural wing placement."
