original_prompt,prompt,negative_prompt
a creature with a body of a butterfly and the legs of an ostrich,"""A whimsical creature with the delicate, colorful body and wings of a butterfly and the long, sturdy legs of an ostrich, standing gracefully in a lush, mystical landscape bathed in ethereal light and vibrant, oversized plants. The scene is bursting with color, the creature's wings adorned with intricate patterns, and the background brimming with otherworldly flora and a soft, magical illumination.""","""Bird head, bird beak, human body, mammal features, plain background, humanoid shapes, reptilian features, human-like limbs, butterfly head, small wings, short legs, cartoonish, blurry, low-detail, dark lighting, indistinct form, lack of color, dull scenery, limited plant variety."", dark lighting."",Bird head, short legs., human-like limbs."
a creature with a body of a badger and the tentacles of a jellyfish,"A mystical hybrid creature with the robust body of a badger, seamlessly integrated with flowing, translucent, and bioluminescent tentacles of a jellyfish. The creature has the characteristic fur and distinctive markings of a badger, while its tentacles are flexible, graceful, and glow softly in the dark. The creature stands confidently in a mystical forest that blends terrestrial and aquatic elements, illuminated by the bioluminescent glow of its tentacles. The badger's body is sturdy and animal-like, with fur and stripes, while the tentacles extend from its back in a graceful manner. ","Plain badger, plain jellyfish, humanoid figures, bright colors, abstract shapes, unrelated animal features, overly complex designs, unrealistic proportions, plain backgrounds, bird-like features, long legs, beaks, skeletal structure, wings, plain backgrounds, fish, octopus, squids, unrelated animal features, unrelated animal features., plain backgrounds.,Fish"
a creature with a body of a horse and the wings of an eagle,"Majestic creature with the body of a horse and the wings of an eagle, sleek and graceful like a Pegasus, in a dynamic and powerful pose. The creature should be in sharp focus, highly detailed, and photorealistic, with a fantasy artwork style. Background mountain scenery to enhance the majestic feel.","Distorted, blurry, double exposure, multiple heads, incorrect anatomy, extra limbs, abstract, bird-like body, talons, claws, beaks, non-horse features, incorrect proportion, rooster features, serpentine, scaly, awkward pose, wings too small, flying pose, low resolution., scaly.,distorted,""distorted, incorrect proportion"""
a creature with a body of an antelope and the claws of a bear,"A fantastical creature with the body of an antelope, sleek slender legs, hooves, majestic antlers, and the powerful claws of a bear.","Bear-like body, no antlers, human-like features, standing upright, fish-like features, insect-like features, abstract artwork, intricate patterns, non-realistic, distorted features, multiple heads, elongated body, unnatural colors, exaggerated proportions, overly elongated or exaggerated antlers, unnatural face, multiple legs, wings, excessive fur., exaggerated proportions., insect-like features. "
a creature with a body of a swan and the head of an iguana,"A fantastical creature with the graceful body of a swan and the intricately detailed head of an iguana, poised elegantly in a lush, green natural setting. The environment is bathed in clear lighting and showcases realistic feathers and scales. The scene bursts with vibrant, natural colors, featuring picturesque environmental details and sunlight filtering through the trees, casting dappled shadows on the lush foliage.","Abstract shapes, distorted forms, blurred image, unrealistic anatomy, extra limbs, extra heads, cartoonish features, overly bright colors, unnatural patterns, grey background, artificial structures, digitally altered textures, and irrelevant objects., unnatural proportions, grey background., unnatural patterns.,abstract shapes"
a creature with a body of a chimpanzee and the wings of a seagull,"A majestic mythical creature with the strong, agile body of a chimpanzee and large, finely detailed wings of a seagull. The creature stands in a balanced, symmetrical pose within a lush forest, emphasizing its natural proportions and dynamic yet graceful stance. The wings are intricately detailed, showcasing feathers with high-definition clarity. The overall composition is realistic, with the creature exuding a sense of power and ethereal beauty against the verdant backdrop.","distorted body parts, extra limbs, low-resolution, unrealistic anatomy, unnatural poses, disproportionate features, poorly detailed wings, awkward stances, unbalanced symmetry, background noise, artificial elements, unnatural textures, cartoonish style, low resolution., low resolution"
a creature with a body of a kookaburra and the tail of a stingray,"A realistic creature with the body of a kookaburra perched on a branch, seamlessly transitioning to have the tail of a stingray. The creature retains the kookaburra's distinct features such as its large head, strong beak, and vibrant plumage with a clear sky background.","Fish, marine animals, distorted features, abstract elements, jellyfish-like structures, afro-like plumage, unclear anatomy, unrealistic combination, floating, mismatched proportions, marine environment, ocean background, grey background., ocean background., mismatched proportions., unclear anatomy., abstract elements."
a creature with a body of a piranha and the snout of a pig,"A terrifying and detailed hybrid creature, showing the aggressive body of a piranha with sharp teeth and the distinctive snout of a pig, swimming in a murky underwater environment with greenish hues. The creature is surrounded by dense aquatic vegetation, lit by diffuse, eerie light, contributing to the mysterious atmosphere. The piranha body should have prominent scales, with the pig snout looking naturally integrated.","Cartoonish design, exaggerated features, floating in the air, plain background, overly bright colors, flat colors, no vegetation, clear water, unrealistic proportions, low detail, simplification in texture, overly large head, unnatural blending of body parts., simplification in texture., clear water., unrealistic proportions."
a creature with a body of a sheep and the claws of an eagle,"A majestic, fantastical creature with the body of a fluffy sheep and the sharp claws of an eagle, standing proudly on two legs. The creature has a woolly body and powerful talons serving as its feet, with its claws prominently visible. It is positioned in a stunning mountain landscape under a clear blue sky with scattered clouds, with its distinct sheep-like features and eagle claws in clear detail.","Feathered body, wings, bird head, antlers, multiple legs, horns, blending into the background, sitting, lying down, indistinct features, insignificant claws, unclear details, no creature, flying, blurred, underwater, abstract background, indistinct creature shape, indistinguishable from surroundings., no creature."
a creature with a body of a roadrunner and the tentacles of an octopus,"A fantastical creature seamlessly combining the body of a roadrunner with detailed, realistic feathers and the textured tentacles of an octopus. The creature stands out against a simple grey background, showcasing its unique form. The avian features are clearly visible, with well-defined feathers, while the cephalopod tentacles exhibit distinct texture and movement.","No other animals, no extra limbs, no unrealistic features, no abstract shapes, no fragmented bodies, no unclear forms, no unnatural color combinations, no blurred images, no incomplete details, no aquatic elements, no duplicate body parts, no additional distortions, no mixed species beyond the roadrunner and octopus, no exaggerated proportions, no background elements., no other animals, no duplicate body parts., no incomplete details., no unnatural color combinations.,no other animals"
