original_prompt,prompt,negative_prompt
a creature with a body of a butterfly and the legs of an ostrich,"""A whimsical creature with the delicate, colorful body and wings of a butterfly and the long, sturdy legs of an ostrich, standing gracefully in a lush, mystical landscape filled with ethereal light and vibrant, oversized plants. The scene is vibrant and full of color, with the creature's wings displaying intricate patterns, and the background teeming with otherworldly flora and a soft, magical light.""","""Bird head, bird beak, human body, mammal features, plain background, humanoid shapes, reptilian features, human-like limbs, butterfly head, small wings, short legs, human-like limbs, cartoonish, blurry, low-detail, dark lighting."",Bird head, short legs., human-like limbs."
a creature with a body of a badger and the tentacles of a jellyfish,"A mystical hybrid creature with the robust body of a badger, seamlessly integrated with flowing, translucent, and bioluminescent tentacles of a jellyfish. The creature has the characteristic fur and distinctive markings of a badger, while its tentacles are flexible, graceful, and glow softly in the dark. The creature stands confidently in a mystical forest that blends terrestrial and aquatic elements, illuminated by the bioluminescent glow of its tentacles.","Plain badger, plain jellyfish, humanoid figures, bright colors, abstract shapes, unrelated animal features, overly complex designs, unrealistic proportions, plain backgrounds, fish, octopus, squids, unrelated animal features., plain backgrounds.,Fish"
a creature with a body of a horse and the wings of an eagle,"Majestic creature with the body of a horse and the wings of an eagle in a dynamic pose, sleek and graceful like a Pegasus, highly detailed, realistic, and sharp focus, photorealistic, fantasy artwork.","Distorted, blurry, double exposure, multiple heads, incorrect anatomy, extra limbs, abstract, bird-like body, talons, claws, beaks, non-horse features, incorrect proportion, flying pose, rooster features, serpentine, scaly.,distorted,""distorted, incorrect proportion"""
a creature with a body of an antelope and the claws of a bear,"A fantastical creature with the body of an antelope, slender legs, hooves, antlers, and the claws of a bear.","Bear-like body, no antlers, human-like features, standing upright, fish-like features, insect-like features, abstract artwork, intricate patterns, non-realistic, distorted features, insect-like features, multiple heads, elongated body, unnatural colors, exaggerated proportions., insect-like features. "
a creature with a body of a swan and the head of an iguana,"A fantastical creature with the elegant body of a swan and the detailed head of an iguana, standing gracefully in a lush, green natural setting with clear lighting and high detail, realistic feathers, and scales. The scene should feature vibrant, natural colors and picturesque environmental details, with sunlight filtering through the trees.","Abstract shapes, distorted forms, blurred image, unrealistic anatomy, extra limbs, extra heads, cartoonish features, overly bright colors, unnatural patterns, grey background, unnatural proportions, digitally altered textures, artificial structures, and irrelevant objects., grey background., unnatural patterns.,abstract shapes"
a creature with a body of a chimpanzee and the wings of a seagull,"A mythical creature with the body of a chimpanzee and large, detailed wings of a seagull, realistic and high-definition, majestic and powerful, natural stance and proportions, intricately detailed wings, dynamic yet natural pose, balanced and symmetrical features, within a forest setting. ","distorted body parts, extra limbs, low-resolution, unrealistic anatomy, unnatural poses, disproportionate features, poorly detailed wings, awkward stances, unbalanced symmetry, background noise, artificial elements, low resolution., low resolution"
a creature with a body of a kookaburra and the tail of a stingray,"A realistic creature blending the body of a kookaburra with the tail of a stingray, perched on a branch. The creature retains the kookaburra's distinct features such as its large head, strong beak, and vibrant plumage, while exhibiting a seamless and natural transition into the streamlined, barbed tail of a stingray. The environment is natural with a clear sky background.","Fish, marine animals, distorted features, abstract elements, jellyfish-like structures, afro-like plumage, unclear anatomy, unrealistic combination, floating, mismatched proportions, marine environment, ocean background., mismatched proportions., unclear anatomy., abstract elements."
a creature with a body of a piranha and the snout of a pig,"A terrifying and detailed hybrid creature, showing the aggressive body of a piranha with sharp teeth and the distinctive snout of a pig, swimming in a murky underwater environment with greenish hues. The creature is surrounded by dense aquatic vegetation, lit by diffuse, eerie light, contributing to the mysterious atmosphere.","Cartoonish design, exaggerated features, floating in the air, plain background, overly bright colors, flat colors, no vegetation, clear water, unrealistic proportions, low detail, simplification in texture., clear water., unrealistic proportions."
a creature with a body of a sheep and the claws of an eagle,"A majestic, fantastical creature with the body of a fluffy sheep and the sharp claws of an eagle, standing proudly on two legs. The creature has a woolly body of a sheep and powerful talons of an eagle serving as its feet, with its claws prominently visible. It is positioned in a stunning mountain landscape under a clear blue sky with scattered clouds.","Feathered body, wings, bird head, antlers, multiple legs, horns, blending into the background, sitting, lying down, indistinct features, insignificant claws, unclear details, no creature., flying, blurred"
a creature with a body of a roadrunner and the tentacles of an octopus,"A fantastical creature seamlessly combining the body of a roadrunner with detailed, realistic feathers and the textured tentacles of an octopus. The creature stands out against a simple grey background, showcasing its unique form. The avian features are clearly visible, with well-defined feathers, while the cephalopod tentacles exhibit distinct texture and movement.","No other animals, no extra limbs, no unrealistic features, no abstract shapes, no fragmented bodies, no unclear forms, no unnatural color combinations, no blurred images, no incomplete details, no unnatural color combinations, no other animals, no aquatic elements, no duplicate body parts., no incomplete details., no unnatural color combinations.,no other animals"
