original_prompt,prompt,negative_prompt
a creature with a body of a butterfly and the legs of an ostrich,"A whimsical creature combining the delicate, colorful wings of a butterfly and the long, sturdy legs of an ostrich, standing gracefully in a lush, mystical landscape filled with ethereal light and vibrant plants.","Bird head, bird beak, human body, mammal features, plain background, humanoid shapes, reptilian features, human-like limbs."
a creature with a body of a badger and the tentacles of a jellyfish,"A hybrid creature with the robust body of a badger and integrated seamlessly with flowing, translucent, and bioluminescent tentacles of a jellyfish. The creature has the characteristic fur and distinctive markings of a badger, while its tentacles are flexible, graceful, and glow softly in the dark. The creature stands confidently, showcasing its unique harmony of terrestrial and aquatic features. The background is a mystical forest blending terrestrial and aquatic elements lit by the bioluminescent glow of the tentacles.","Fish, octopus, squids, plain jellyfish, bright colors, abstract shapes, unrelated animal features, overly complex designs, unrealistic proportions, plain backgrounds., unrelated animal features."
a creature with a body of a horse and the wings of an eagle,"""majestic creature with the body of a horse and the wings of an eagle, sleek and graceful like a Pegasus, highly detailed, realistic, and sharp focus in a dynamic pose, photorealistic, fantasy artwork""","""distorted, blurry, double exposure, multiple heads, incorrect anatomy, extra limbs, abstract, bird-like body, talons, claws, flying pose, beaks, non-horse features, incorrect proportion"",distorted"
a creature with a body of an antelope and the claws of a bear,"A fantastical creature with the body of an antelope, slender legs, hooves, and antlers, but with the claws of a bear.","Bear-like body, no antlers, standing upright, fish-like features, insect-like features. "
a creature with a body of a swan and the head of an iguana,"A fantastical creature with the elegant body of a swan and the detailed head of an iguana, standing gracefully in a lush natural setting with clear lighting and high detail. ","Abstract shapes, distorted forms, blurred image, unrealistic anatomy, extra limbs, extra heads, cartoonish features, overly bright colors, unnatural patterns.,abstract shapes"
a creature with a body of a chimpanzee and the wings of a seagull,"a mythical creature with the body of a chimpanzee and large, detailed wings of a seagull, realistic and high-definition, majestic and powerful, depicting natural stance and proportions","distorted body parts, extra limbs, low resolution, unrealistic anatomy, unnatural poses, disproportionate features"
a creature with a body of a kookaburra and the tail of a stingray,A detailed and realistic creature with the body of a kookaburra and the tail of a stingray.,"Fish, marine animals, distorted features, abstract elements, jellyfish-like structures, afro-like plumage, unclear anatomy., abstract elements."
a creature with a body of a piranha and the snout of a pig,"A realistic and detailed hybrid creature combining the fierce body of a piranha with the distinctive snout of a pig, swimming in a murky underwater environment with greenish hues, surrounded by aquatic vegetation, and illuminated by diffuse, eerie light. ","Cartoonish design, exaggerated features, floating in the air, plain background, overly bright colors, unrealistic proportions."
a creature with a body of a sheep and the claws of an eagle,"A fantastical creature with the body of a fluffy sheep and the sharp claws of an eagle. The creature should be standing on two legs, with a sheep's woolly body and an eagle's powerful talons as its feet. The claws should be prominently visible, and the creature should be standing in a beautiful natural mountain landscape, under a clear blue sky.","Feathered body, wings, bird head, multiple legs, blending into the background, sitting, lying down, indistinct features"
a creature with a body of a roadrunner and the tentacles of an octopus,"A creature with the body of a roadrunner and the tentacles of an octopus, combining avian features and cephalopod tentacles seamlessly. Detailed feathers and textured, realistic tentacles, surrounded by a grey background.","No other animals, no extra limbs, no unrealistic features, no abstract shapes, no fragmented bodies, no unclear forms, no unnatural color combinations.,no other animals"
a creature with a body of a starfish and the legs of a zebra,"A hybrid creature with the body of a starfish and the legs of a zebra, clear and distinct features, starfish body with zebra legs","human, humanoid, person, blurry, indistinct, full zebra body, four-legged animal"
a creature with a body of an owl and the trunk of a tapir,"A mythical creature with the body of an owl and the trunk of a tapir, detailed feathers, tapir trunk in proportion to the owl body, realistic texture, in a lush forest environment, soft lighting, captivating and magical ambiance.","distorted anatomy, extra limbs, unrealistic features, multiple heads, abstract shapes, other animals, flying, incorrect proportions, low detail feathers."
a creature with a body of a koala and the tail of a rattlesnake,"A realistic creature with the body of a koala and the tail of a rattlesnake, seamlessly integrated","Disjointed, cut, mismatched, floating, unnatural, disproportionate, abstract, fragmented,disjointed"
a creature with a body of a tarantula and the tail of a beaver,"A creature with the body of a tarantula and the tail of a beaver, realistic, highly detailed, spider-like body with a broad, flat beaver tail, no additional animal parts, clear tarantula legs and body","No additional limbs, no beaver body, no other animal parts, no features other than tarantula body and beaver tail, no mammal-like head, no elongated body, no head resembling another animal's, no curved or non-beaver tail, no features other than tarantula body and beaver tail."
a creature with a body of a moose and the snout of an anteater,"A fantastical creature with the majestic body of a moose, large and powerful, adorned with intricate, grand antlers. The creature has the unique elongated snout of an anteater, blending textures of both animals with a realistic look, standing on four legs.","Cartoonish style, standing on two legs, incorrect proportions, unrealistic texture, blurry background, overly exaggerated features."
a creature with a body of a lemur and the wings of a bumblebee,"A realistic, highly detailed creature with the body of a lemur, the face of a lemur, and the wings of a bumblebee. Grey background. The creature should have lemur feet and a lemur tail, with delicate bumblebee wings and a lemur's fur pattern.","blurry, cartoon, low detail, multiple legs, unrealistic proportions, abstract shapes, insect head"
a creature with a body of a frog and the wings of a dragonfly,"A fantastical creature with the body of a frog and the wings of a dragonfly, green skin with a slimy texture, large protruding eyes, webbed feet, delicate iridescent wings. ","insect body, elongated abdomen, non-frog features, multiple legs, antennas, non-protruding eyes, non-webbed feet, non-iridescent wings"
a creature with a body of a snake and the head of a bull,"A mythological creature with the body of a serpent and the head of a bull, featuring intricate scales on the serpent's body and detailed features on the bull's head, against a plain light background.","No additional limbs, no mixed animal features, no multiple heads, no humanoid features, no other animals, no abstract designs, no relief carvings, no stone textures, no wall or frame.,""No additional limbs, no other animals."""
a creature with a body of a macaw and the fins of a swordfish,"A hybrid creature with the vibrant feathers of a macaw and sleek streamlined fins of a swordfish, vibrant blue, red, and yellow colors, detailed feathers and scales, flying in mid-air with clear and distinct animal features.","blurry, abstract, distorted, multiple heads, multiple bodies, unclear form, merged features, indistinct colors, unrealistic proportions.,""blurry, unclear form"""
a creature with a body of a tarantula and the wings of a moth,"A realistic, detailed creature with the body of a tarantula and the wings of a moth. The features are seamlessly blended, exhibiting vibrant colors. The creature is in a naturalistic pose, with high detail and intricate patterns on the wings.","Abstract, blurry, low detail, undefined features, disproportionate, unrealistic, low resolution, monochromatic, simplistic., unrealistic."
a creature with a body of a penguin and the arms of a lemur,"A realistic, detailed creature with the body of a penguin and the arms of a lemur, natural colors, photorealistic style","extra legs, extra heads, humanoid features, clothing, unrealistic colors, cartoonish style, wings,""extra legs, unrealistic colors"""
a creature with a body of a guinea pig and the tail of a scorpion,"A creature with the body of a guinea pig and the tail of a scorpion, standing on a rocky surface.","insects, crabs, arachnids, lobster claws, multiple legs, segmented body, other animals, extra limbs, bird features, exaggerated traits."
a creature with a body of a flamingo and the mouth of a crocodile,"a fantastical creature with the body of a flamingo and the mouth of a crocodile, realistic, detailed feathers, long neck, standing in a lush, natural wetland habitat with reflective water, green plants, and other exotic flora, dynamic lighting with shadows and highlights.","cartoonish appearance, regular flamingo beak, blurred details, plain background, regular animals, desert habitat, simple lighting., background, regular animals "
a creature with a body of a sloth and the tail of a scorpion,"A fantasy creature with the body of a sloth and the tail of a scorpion. The creature has a fuzzy, slow-moving body with long limbs and a prominently curled, segmented scorpion tail with a stinger at the end. The sloth's body should have fur and soft textures, while the scorpion tail contrasts with its rigid segments and sharp stinger.","insect legs, crab-like features, arachnid body, centipede, squid, fish, reptilian features, scales, beak, aquatic traits"
a creature with a body of a panther and the shell of a snail,"A creature with the body of a panther and the shell of a snail, sleek black fur, large spiral shell on its back, agile and feline stance, four legs.","Humanoid features, standing on two legs, distorted body, elephant features, multiple limbs, snail features.,humanoid features"
a creature with a body of a moth and the snout of a crocodile,"A mystical hybrid creature with the body of a moth and the head of a crocodile, featuring large, detailed wings, a long snout with sharp teeth, depicted in a vibrant, mystical forest setting with glowing plants and ancient trees.","Abstract shapes, fish-like features, blurry details, nondescript background, inaccurate anatomy, non-detailed wings, plain background, no forest elements., inaccurate anatomy."
a creature with a body of a salmon and the claws of a gharial,"A creature with a body of a salmon, fish scales, fins, and the claws of a gharial, detailed claws, aquatic setting, realistic anatomy, streamlined body, fish head","Invertebrate, insect-like features, curved body, elongated snout, abstract design, non-realistic proportions,""Invertebrate, elongated snout"""
a creature with a body of an armadillo and the wings of an albatross,"A mythical creature with the body of an armadillo and large albatross wings, seamlessly combining the features of both creatures. The armadillo features should include the armored body, and the albatross characteristics should highlight the majestic wings. The creature should appear as a natural blend of the two, with correct anatomy and proportions.","Deformed features, unnatural proportions, missing parts, extra limbs, blurry image, non-existent wings, incorrect anatomy, unrealistic depiction., blurry image."
a creature with a body of a hummingbird and the arms of a chimpanzee,"A vibrant hybrid creature with the body of a hummingbird and the flexible arms of a chimpanzee. It has intricate, detailed feathers and vibrant, multi-colored wings.","Full chimpanzee body, missing feathers, lacking wings, monochromatic colors, rigid arms., monochromatic colors."
a creature with a body of a bear and the antlers of a deer,"A mythical creature with a robust, muscular body of a bear and majestic, elaborate antlers of a deer, standing on a lush forest floor, surrounded by dense trees and vibrant foliage, illuminated by dappled sunlight. ","Moose-like body, human-like limbs, distorted animal features, plain background, indoors, monochrome colors, excessive plant coverage.,""Moose-like body, distorted limbs, incorrect animal features, monochrome colors"""
a creature with a body of a python and the wings of a dragonfly,"A majestic hybrid creature with the sleek body of a python and delicate, transparent wings of a dragonfly, detailed serpentine scales, blending seamlessly with iridescent, shimmering dragonfly wings, set against a neutral background.","Insectoid body, non-reptilian features, additional limbs, abstract patterns, non-realistic textures., additional limbs."
a creature with a body of a butterfly and the paws of a tiger,"""A fantastical creature with the delicate body and wings of a butterfly, adorned with vibrant colors and intricate patterns, combined with the strong, powerful paws of a tiger. The creature should have butterfly antennae and tiger stripes blending seamlessly into butterfly wings. The body of the butterfly should be visible, but with tiger paws.""","""No cat-like bodies, no heads or tails resembling a tiger, no plain or dull colors, no realistic animals, no paws on butterfly wings, no monochromatic or grayscale colors."",No cat-like bodies, no animal features other than butterfly and tiger paws, no realistic animals."
a creature with a body of a spider and the snout of a tapir,"A fantastical creature with the body of a spider, featuring multiple legs, and the distinct snout of a tapir. The creature should have clear, detailed texture, and maintain a natural, proportionate spider body with a tapir's unique snout. The legs should be well-defined and distributed evenly.","Blurred, unclear, low detail, human-like features, additional limbs beyond a spider's legs, disproportionate body parts, unnatural or mixed elements, horns or extra appendages.,""blurred, extra limbs, disproportionate body parts"""
a creature with a body of a jaguar and the shell of a turtle,"A realistic hybrid animal with the body of a jaguar and the shell of a turtle, detailed, high-quality, half-jaguar half-turtle, intricately designed, showing the powerful body and agile legs of a jaguar covered by a sturdy turtle shell, blending natural textures seamlessly.","Multiple animals, abstract shapes, blurred, low resolution, unrealistic elements, distorted features, missing limbs, incomplete body parts.,multiple animals"
a creature with a body of a cheetah and the head of a dodo,"A creature with the body of a cheetah and the head of a dodo, highly detailed and realistic, with cheetah's fur patterns covering its body and a well-defined dodo's head. The background should be plain and not distract from the creature.","Multiple heads, distorted features, extra body parts, merged or overlapping creatures, unrealistic textures, unclear details, background elements.,multiple heads"
a creature with a body of a goat and the beak of a hornbill,"A fantastical creature with the body of a goat, robust and muscular, and the beak of a hornbill, blending mammalian and avian features harmoniously, standing in a lush, vibrant natural forest environment, detailed and realistic.","bird-like body, feathers, pure bird, unnatural posing, human features, cartoonish, unrealistic elements, aquatic creatures"
a creature with a body of a cow and the beak of a parrot,"A creature with the body of a cow, cow-like legs and tail, cow fur, a beak of a parrot with parrot feathers around the beak.","Bird body, bird legs, bird wings, bird tail, colorful bird plumage."
a creature with a body of a mongoose and the wings of a phoenix,"A majestic fantasy creature with the body of a mongoose and fiery, phoenix-like wings, depicted with bright, vivid colors and intricate feather details.","Bird-like body, serpent-like body, no wings, plain wings, no fur, dog-like body., no fur."
a creature with a body of a pelican and the horns of a ram,"A fantasy creature with the body of a pelican and the horns of a ram, standing majestically with detailed features, realistic textures, and a natural pose, no wings, bird-like feet, beak, and feathers.","Blurry, distorted, multiple heads, multiple feet, abstract elements, inappropriate proportions, wings, unnatural colors, human-like features, cartoonish style, extra limbs."
a creature with a body of a bat and the fins of a dolphin,"A realistic, high-quality creature with the body of a bat and the fins of a dolphin, detailed shading and textures, displayed in a bright, clear environment.","blurred, abstract, low quality, too dark, missing details, overly simplified, unrealistic, cartoonish."
a creature with a body of a dolphin and the claws of a hawk,"A hybrid aquatic creature with the sleek body of a dolphin and the sharp, predatory talons of a hawk. The creature should have a smooth, shiny, aquatic skin with powerful, curved claws extending from its fins, maintaining a streamlined, oceanic appearance.","Feathers, wings, fur, scales, land animal features, humanoid features, extraneous limbs, terrestrial elements"
a creature with a body of a python and the legs of a cricket,"A creature with the elongated, scaled body of a python and six multi-jointed legs of a cricket, seamlessly combining serpent and insect aspects. The creature is detailed, realistic, and in a naturalistic style.","humanoid features, wings, standalone python, standalone cricket, separate insect and serpent elements, multiple pythons, distorted shapes, abstract forms, unnatural colors, missing legs, separate insect and serpent elements."
a creature with a body of a frog and the beak of a pelican,"A fantastical creature with the body of a frog and the beak of a pelican, green skin, webbed frog legs, and a large, curved pelican beak. The creature has the texture of frog skin with visible pores and a glossy finish.","Bird-like body, feathers, wings, bird legs, feathered texture, wingspan, talons.,bird-like body"
a creature with a body of a whale and the wings of a bat,"a creature with a body of a whale and large, leathery bat wings, swimming in the ocean, majestic and surreal, aquatic environment","bird, feathers, sky, small wings, humanoid, legs, horns"
a creature with a body of an eagle and the hooves of a bison,"A mythical creature with the body, wings, and feathers of an eagle, and the hooves and hind legs of a bison, highly detailed, realistic, fantasy art  ","deformed legs, indistinct features, abstract shapes, missing details, talons, claws, unrealistic body proportions"
a creature with a body of a wolf and the tentacles of an octopus,"A creature with the body of a wolf and the tentacles of an octopus, detailed fur texture, realistic and dramatic lighting, dark and eerie forest background, clear distinct wolf features, proportionate tentacle count.","Abstract shapes, too many tentacles, no distinct wolf features, blurred image, cartoonish style, cluttered background., blurred image."
a creature with a body of a hippo and the beard of a goat,"""A fantastical creature with the body of a hippo and the head of a goat with a long beard, standing in an empty space.""","""other animals, disfigured features, backgrounds, flowers, plants, abstract elements"", backgrounds"""
a creature with a body of a camel and the claws of an orangutan,A realistic and detailed creature with the body of a camel and the claws of an orangutan.,"Extra limbs, surreal, distorted, abstract. Multiple creatures merged, unnatural shapes.,extra limbs, abstract"
